100 2
10	501
20	1878
30	4061
40	7038
50	10821
60	15377
70	20739
80	27015
90	33965
100	41769
110	50445
120	59786
130	69954
140	81081
150	92777
160	105480
170	118803
180	132746
190	148023
200	163956
210	180425
220	197760
230	216033
240	235034
250	254826
260	275529
270	297008
280	319146
290	342183
300	365621
310	390564
320	415914
330	442079
340	469194
350	497292
360	525689
370	554922
380	585090
390	616298
400	648162
410	680412
420	713999
430	748278
440	783582
450	819290
460	855747
470	893181
480	931550
490	970263
500	1010046
510	1050737
520	1092369
530	1134468
540	1177367
550	1221393
560	1266261
570	1311782
580	1357653
590	1404645
600	1452512
610	1501344
620	1550859
630	1601063
640	1651752
650	1703793
660	1756433
670	1809879
680	1863450
690	1918766
700	1974705
710	2031132
720	2088182
730	2146698
740	2205642
750	2266118
760	2326242
770	2387970
780	2450021
790	2512857
800	2577102
810	2641502
820	2706489
830	2773356
840	2840063
850	2908050
860	2976480
870	3045530
880	3115767
890	3186459
900	3258563
910	3331593
920	3405174
930	3478661
940	3553989
950	3629784
960	3706904
970	3783876
980	3862524
990	3941510
1000	4020459
